MINISTERE,DESC_MINISTERE,SECTION,DESC_SECTION,MNT_ALLOUE1617,MNT_AUTORISE1,MNT_AUTORISE2,MNT_AUTORISE3,MNT_AUTORISE4,MNT_AUTORISE5,MNT_AUTORISE6,MNT_AUTORISE7,MNT_AUTORISE8,MNT_AUTORISE9,MNT_AUTORISE10,MNT_AUTORISE11,MNT_AUTORISE12
3211,CONSEIL SUPERIEUR DU POUVOIR JUDICIAIRE,3211214,TRIBUNAUX," 662,769,612.34 "," 43,203,070.00 "," 56,489,124.29 "," 90,848,552.80 "," 42,128,120.08 "," 57,496,216.03 "," 54,313,059.76 "," 62,312,275.93 "," 47,630,171.99 "," 51,403,232.44 "," 60,954,473.97 "," 53,470,137.41 "," 42,518,133.56 "
3211 Total,,,," 1,047,647,916.80 "," 57,223,179.26 ",," 143,236,515.33 "," 57,518,088.98 "," 115,269,889.00 "," 77,370,025.11 "," 104,087,223.43 "," 70,556,523.89 "," 72,811,592.06 "," 112,959,776.24 "," 86,919,447.83 "," 62,970,705.01 "
4111,COUR SUPERIEURE DES COMPTES ET DU CONTENTIEUX ADMINISTRATIF,4111111,CONSEIL DE LA COUR," 647,027,562.33 "," 37,814,091.64 "," 67,059,562.17 "," 63,345,497.65 "," 48,084,684.01 "," 62,936,621.25 "," 50,865,904.79 "," 49,029,290.85 "," 44,431,137.65 "," 51,144,946.75 "," 51,961,638.84 "," 68,786,724.37 "," 51,567,243.21 "
4111 Total,,,," 647,027,562.33 "," 37,814,091.64 ",," 63,345,497.65 "," 48,084,684.01 "," 62,936,621.25 "," 50,865,904.79 "," 49,029,290.85 "," 44,431,137.65 "," 51,144,946.75 "," 51,961,638.84 "," 68,786,724.37 "," 51,567,243.21 "
4211,CONSEIL ELECTORAL,4211111,CONSEIL ELECTORAL," 382,807,606.30 "," 2,342,510.00 "," 9,716,376.67 "," 91,135,427.09 "," 8,620,622.82 "," 11,873,998.24 "," 12,713,416.49 "," 51,787,829.00 "," 35,706,326.60 "," 63,238,479.46 "," 34,653,980.61 "," 34,570,076.67 "," 26,448,516.71 "
4211 Total,,,," 382,807,606.30 "," 2,342,510.00 ",," 91,135,427.09 "," 8,620,622.82 "," 11,873,998.24 "," 12,713,416.49 "," 51,787,829.00 "," 35,706,326.60 "," 63,238,479.46 "," 34,653,980.61 "," 34,570,076.67 "," 26,448,516.71 "
4212,OFFICE DE PROTECTION DU CITOYEN,4212112,OFFICE DE PROTECTION DU CITOYEN," 48,450,200.80 "," 2,565,764.37 "," 3,297,671.53 "," 4,337,298.33 "," 7,710,488.67 "," 3,366,720.44 "," 2,947,733.31 "," 2,151,658.93 "," 2,185,238.74 "," 4,134,111.03 "," 3,188,280.20 "," 6,177,644.14 "," 6,385,231.05 "
4212 Total,,,," 48,450,200.80 "," 2,565,764.37 ",," 4,337,298.33 "," 7,710,488.67 "," 3,366,720.44 "," 2,947,733.31 "," 2,151,658.93 "," 2,185,238.74 "," 4,134,111.03 "," 3,188,280.20 "," 6,177,644.14 "," 6,385,231.05 "
4311,UNIVERSITE D'ETAT D'HAITI,4311111,RECTORAT DE L'UNIVERSITE D'ETAT D'HAITI," 1,142,999,892.03 "," 81,866,356.60 "," 61,119,812.02 "," 126,586,804.96 "," 60,897,889.21 "," 27,839,625.73 "," 170,009,791.87 "," 72,302,391.55 "," 79,974,809.61 "," 77,392,593.86 "," 112,618,609.02 "," 81,477,733.20 "," 182,799,477.69 "
4311 Total,,,," 1,142,999,892.03 "," 81,866,356.60 ",," 126,586,804.96 "," 60,897,889.21 "," 27,839,625.73 "," 170,009,791.87 "," 72,302,391.55 "," 79,974,809.61 "," 77,392,593.86 "," 112,618,609.02 "," 81,477,733.20 "," 182,799,477.69 "
4411,ACADEMIE DU CREOLE HAITIEN,4411111,SECRETARIAT DE L'ACADEMIE DU CREOLE HAITIEN," 25,031,160.01 "," 797,400.00 "," 5,449,378.68 "," 2,459,823.50 "," (1,737,023.20)"," 909,625.00 "," 1,057,285.16 "," 1,446,730.00 "," 7,255,042.08 "," 1,073,560.00 "," 1,603,247.57 "," 2,753,702.77 "," 1,962,284.33 "
4411 Total,,,," 25,031,160.01 "," 797,400.00 ",," 2,459,823.50 "," (1,737,023.20)"," 909,625.00 "," 1,057,285.16 "," 1,446,730.00 "," 7,255,042.08 "," 1,073,560.00 "," 1,603,247.57 "," 2,753,702.77 "," 1,962,284.33 "
Grand Total,,,," 75,929,980,045.68 "," 3,803,330,826.85 ",," 8,340,748,163.44 "," 7,051,432,908.68 "," 4,681,555,270.88 "," 5,985,967,568.30 "," 5,392,628,169.65 "," 5,772,515,926.07 "," 4,898,594,850.87 "," 6,551,730,433.77 "," 6,275,766,788.01 "," 9,196,998,179.81 "
